"","d25","river_ID","River","year","Method","temp","flow","lon","lat","HEIGHT_MAX","GRADELV","fyear","Anadromous_lakes"
"316",127,"029.2Z","Imsa",2004,"Trap",1.38207441407557,91,5.964646,58.903716,487,9.3,"2004",0
"317",123,"029.2Z","Imsa",2005,"Trap",2.37753904434723,91,5.964646,58.903716,487,9.3,"2005",0
"318",128,"029.2Z","Imsa",2006,"Trap",0.947443097918955,91,5.964646,58.903716,487,9.3,"2006",0
"319",116,"029.2Z","Imsa",2007,"Trap",2.24454946983172,91,5.964646,58.903716,487,9.3,"2007",0
"320",127,"029.2Z","Imsa",2008,"Trap",3.21874157277957,91,5.964646,58.903716,487,9.3,"2008",0
"321",119,"029.2Z","Imsa",2009,"Trap",1.79048389035909,91,5.964646,58.903716,487,9.3,"2009",0
"322",127,"029.2Z","Imsa",2010,"Trap",-1.45312453633551,91,5.964646,58.903716,487,9.3,"2010",0
"323",119,"029.2Z","Imsa",2011,"Trap",0.699589485482418,91,5.964646,58.903716,487,9.3,"2011",0
"324",124,"029.2Z","Imsa",2012,"Trap",2.66379676003614,91,5.964646,58.903716,487,9.3,"2012",0
"325",123,"029.2Z","Imsa",2013,"Trap",-0.449060129627129,106,5.964646,58.903716,487,9.3,"2013",0
"326",117,"029.2Z","Imsa",2014,"Trap",3.9881529652556,91,5.964646,58.903716,487,9.3,"2014",0
"327",120,"029.2Z","Imsa",2015,"Trap",3.36461254827561,91,5.964646,58.903716,487,9.3,"2015",0
"328",119,"029.2Z","Imsa",2016,"Trap",1.81659242515562,91,5.964646,58.903716,487,9.3,"2016",0
"329",120,"029.2Z","Imsa",2017,"Trap",2.94396856163255,91,5.964646,58.903716,487,9.3,"2017",0
"330",119,"029.2Z","Imsa",2018,"Trap",0.0504027778214414,91,5.964646,58.903716,487,9.3,"2018",0
"331",143,"112.Z","Surna",2011,"Trap",-0.0112014252443436,93,8.686199,62.976954,1668,8.3,"2011",0
"332",132,"112.Z","Surna",2012,"Trap",1.44333892961063,91,8.686199,62.976954,1668,8.3,"2012",0
"333",152,"112.Z","Surna",2013,"Trap",-1.22743775634262,107,8.686199,62.976954,1668,8.3,"2013",0
"334",147,"112.Z","Surna",2011,"Trap",-0.0112014252443436,93,8.686199,62.976954,1668,8.3,"2011",0
"335",138,"112.Z","Surna",2012,"Trap",1.44333892961063,91,8.686199,62.976954,1668,8.3,"2012",0
"336",148,"112.Z","Surna",2013,"Trap",-1.22743775634262,107,8.686199,62.976954,1668,8.3,"2013",0
"337",125,"122.2Z","Vigda",2017,"Tag",1.11672017298344,127,10.18318,63.312376,533,12.9,"2017",0
"338",131,"122.2Z","Vigda",2018,"Tag",-1.63845262197009,112,10.18318,63.312376,533,12.9,"2018",0
"339",171,"213.6Z","Kvalsundelva",2010,"Tag",-5.38700856577457,136,23.982448,70.50221,707,21.5,"2010",0
"340",171,"213.Z","Repparfjordelva",2010,"Tag",-5.8492397979722,136,24.32904,70.44762,712,9.1,"2010",0
"341",120,"073.Z","Lærdalselva",2009,"Tag",0.300164528870122,122,7.472357,61.102863,1917,18.4,"2009",0
"342",129,"073.Z","Lærdalselva",2013,"Tag",-2.19665560693441,138,7.472357,61.102863,1917,18.4,"2013",0
"343",137,"073.Z","Lærdalselva",2014,"Tag",3.01942640536365,120,7.472357,61.102863,1917,18.4,"2014",0
"344",126,"088.Z","Stryn",2017,"Tag",2.17527397556905,91,6.723774,61.902155,1933,27.2,"2017",1
"345",128,"088.Z","Stryn",2018,"Tag",-0.473873835059933,112,6.723774,61.902155,1933,27.2,"2018",1
"346",127,"055.7Z","Oselva",2018,"Tag",0.0658371357378676,95,5.473118,60.185848,955,29.5,"2018",1
"347",126,"052.1Z","Granvin",2018,"Tag",-0.641707313660971,100,6.714225,60.522087,1573,43.7,"2018",1
"348",130,"050.Z","Eio",2018,"Tag",-0.880451197961083,130,7.071531,60.46749,1853,0.4,"2018",1
